@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
195,'2020/11/01 23:14:16:994',6,0.245,0.6425,0.281667,0.63,0.313333,0.6175,0.336667,0.62,0.356667,0.61,0.39,0.61,0.43,0.61,0.416667,0.6175,0.36,0.6325,0.338333,0.64,0.315,0.6425,0.258333,0.645,0.43,0.61,0.395,0.645,0.363333,0.6575,0.34,0.6625,0.318333,0.6675,0.285,0.67,0.245,0.6425,0.258333,0.645,0.315,0.6375,0.338333,0.635,0.36,0.6275,0.416667,0.6175,0.637896,0.553406,0.055979
196,'2020/11/01 23:14:17:095',6,0.245,0.6425,0.281667,0.63,0.313333,0.6175,0.336667,0.62,0.356667,0.61,0.39,0.61,0.43,0.61,0.416667,0.6175,0.36,0.6325,0.338333,0.64,0.315,0.6425,0.258333,0.645,0.43,0.61,0.395,0.645,0.363333,0.6575,0.34,0.6625,0.318333,0.6675,0.285,0.67,0.245,0.6425,0.258333,0.645,0.315,0.6375,0.338333,0.635,0.36,0.6275,0.416667,0.6175,0.637896,0.553406,0.055979
197,'2020/11/01 23:14:17:192',6,0.245,0.6425,0.281667,0.63,0.313333,0.6175,0.336667,0.62,0.356667,0.61,0.39,0.61,0.43,0.61,0.416667,0.6175,0.36,0.6325,0.338333,0.64,0.315,0.6425,0.258333,0.645,0.43,0.61,0.395,0.645,0.363333,0.6575,0.34,0.6625,0.318333,0.6675,0.285,0.67,0.245,0.6425,0.258333,0.645,0.315,0.6375,0.338333,0.635,0.36,0.6275,0.416667,0.6175,0.637896,0.553406,0.055979
198,'2020/11/01 23:14:17:296',6,0.243333,0.6425,0.281667,0.63,0.313333,0.6175,0.335,0.62,0.355,0.61,0.388333,0.6125,0.43,0.6125,0.415,0.62,0.358333,0.635,0.336667,0.6425,0.315,0.645,0.256667,0.645,0.43,0.6125,0.393333,0.6475,0.363333,0.66,0.34,0.6675,0.316667,0.67,0.283333,0.6725,0.243333,0.6425,0.256667,0.645,0.315,0.6375,0.336667,0.635,0.358333,0.63,0.415,0.62,0.637896,0.553406,0.055979
199,'2020/11/01 23:14:17:394',6,0.243333,0.6425,0.281667,0.63,0.313333,0.6175,0.335,0.62,0.355,0.61,0.388333,0.6125,0.43,0.6125,0.415,0.62,0.358333,0.635,0.336667,0.6425,0.315,0.645,0.256667,0.645,0.43,0.6125,0.393333,0.6475,0.363333,0.66,0.34,0.6675,0.316667,0.67,0.283333,0.6725,0.243333,0.6425,0.256667,0.645,0.315,0.6375,0.336667,0.635,0.358333,0.63,0.415,0.62,0.637896,0.553406,0.055979
200,'2020/11/01 23:14:17:495',6,0.243333,0.6425,0.281667,0.63,0.313333,0.6175,0.335,0.62,0.355,0.61,0.388333,0.6125,0.43,0.6125,0.415,0.62,0.358333,0.635,0.336667,0.6425,0.315,0.645,0.256667,0.645,0.43,0.6125,0.393333,0.6475,0.363333,0.66,0.34,0.6675,0.316667,0.67,0.283333,0.6725,0.243333,0.6425,0.256667,0.645,0.315,0.6375,0.336667,0.635,0.358333,0.63,0.415,0.62,0.637896,0.553406,0.055979
201,'2020/11/01 23:14:17:594',6,0.246667,0.64,0.285,0.6275,0.316667,0.615,0.338333,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.61,0.418333,0.6175,0.361667,0.6325,0.34,0.64,0.318333,0.6425,0.26,0.645,0.431667,0.61,0.396667,0.645,0.366667,0.6575,0.343333,0.665,0.32,0.6675,0.286667,0.67,0.246667,0.64,0.26,0.645,0.318333,0.635,0.34,0.6325,0.361667,0.6275,0.418333,0.6175,0.637896,0.553406,0.055979
202,'2020/11/01 23:14:17:694',6,0.246667,0.64,0.285,0.6275,0.316667,0.615,0.338333,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.61,0.418333,0.6175,0.361667,0.6325,0.34,0.64,0.318333,0.6425,0.26,0.645,0.431667,0.61,0.396667,0.645,0.366667,0.6575,0.343333,0.665,0.32,0.6675,0.286667,0.67,0.246667,0.64,0.26,0.645,0.318333,0.635,0.34,0.6325,0.361667,0.6275,0.418333,0.6175,0.637896,0.553406,0.055979
203,'2020/11/01 23:14:17:794',6,0.246667,0.64,0.285,0.6275,0.316667,0.615,0.338333,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.61,0.418333,0.6175,0.361667,0.6325,0.34,0.64,0.318333,0.6425,0.26,0.645,0.431667,0.61,0.396667,0.645,0.366667,0.6575,0.343333,0.665,0.32,0.6675,0.286667,0.67,0.246667,0.64,0.26,0.645,0.318333,0.635,0.34,0.6325,0.361667,0.6275,0.418333,0.6175,0.637896,0.553406,0.055979
204,'2020/11/01 23:14:17:895',6,0.25,0.64,0.286667,0.625,0.318333,0.6125,0.341667,0.615,0.361667,0.605,0.395,0.6075,0.435,0.61,0.42,0.6175,0.363333,0.63,0.343333,0.6375,0.32,0.6375,0.263333,0.6425,0.435,0.61,0.398333,0.645,0.368333,0.6575,0.346667,0.665,0.321667,0.6675,0.288333,0.6675,0.25,0.64,0.263333,0.6425,0.32,0.6375,0.343333,0.6325,0.365,0.6275,0.42,0.6175,0.637896,0.553406,0.055979
205,'2020/11/01 23:14:17:996',6,0.25,0.64,0.286667,0.625,0.318333,0.6125,0.341667,0.615,0.361667,0.605,0.395,0.6075,0.435,0.61,0.42,0.6175,0.363333,0.63,0.343333,0.6375,0.32,0.6375,0.263333,0.6425,0.435,0.61,0.398333,0.645,0.368333,0.6575,0.346667,0.665,0.321667,0.6675,0.288333,0.6675,0.25,0.64,0.263333,0.6425,0.32,0.6375,0.343333,0.6325,0.365,0.6275,0.42,0.6175,0.637896,0.553406,0.055979
206,'2020/11/01 23:14:18:094',6,0.25,0.64,0.286667,0.625,0.318333,0.6125,0.341667,0.615,0.361667,0.605,0.395,0.6075,0.435,0.61,0.42,0.6175,0.363333,0.63,0.343333,0.6375,0.32,0.6375,0.263333,0.6425,0.435,0.61,0.398333,0.645,0.368333,0.6575,0.346667,0.665,0.321667,0.6675,0.288333,0.6675,0.25,0.64,0.263333,0.6425,0.32,0.6375,0.343333,0.6325,0.365,0.6275,0.42,0.6175,0.637896,0.553406,0.055979
207,'2020/11/01 23:14:18:195',6,0.25,0.64,0.285,0.625,0.316667,0.6125,0.34,0.615,0.358333,0.605,0.391667,0.6075,0.433333,0.61,0.418333,0.6175,0.361667,0.6325,0.341667,0.6375,0.318333,0.64,0.261667,0.6425,0.433333,0.61,0.396667,0.6425,0.366667,0.655,0.345,0.6625,0.321667,0.665,0.288333,0.665,0.25,0.64,0.261667,0.6425,0.32,0.6325,0.341667,0.63,0.361667,0.625,0.418333,0.6175,0.637896,0.553406,0.055979
208,'2020/11/01 23:14:18:295',6,0.25,0.64,0.285,0.625,0.316667,0.6125,0.34,0.615,0.358333,0.605,0.391667,0.6075,0.433333,0.61,0.418333,0.6175,0.361667,0.6325,0.341667,0.6375,0.318333,0.64,0.261667,0.6425,0.433333,0.61,0.396667,0.6425,0.366667,0.655,0.345,0.6625,0.321667,0.665,0.288333,0.665,0.25,0.64,0.261667,0.6425,0.32,0.6325,0.341667,0.63,0.361667,0.625,0.418333,0.6175,0.637896,0.553406,0.055979
209,'2020/11/01 23:14:18:394',6,0.25,0.64,0.285,0.625,0.316667,0.6125,0.34,0.615,0.358333,0.605,0.391667,0.6075,0.433333,0.61,0.418333,0.6175,0.361667,0.6325,0.341667,0.6375,0.318333,0.64,0.261667,0.6425,0.433333,0.61,0.396667,0.6425,0.366667,0.655,0.345,0.6625,0.321667,0.665,0.288333,0.665,0.25,0.64,0.261667,0.6425,0.32,0.6325,0.341667,0.63,0.361667,0.625,0.418333,0.6175,0.637896,0.553406,0.055979
210,'2020/11/01 23:14:18:496',6,0.246667,0.6375,0.283333,0.625,0.316667,0.6125,0.336667,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.6075,0.416667,0.615,0.36,0.6325,0.338333,0.6375,0.316667,0.64,0.26,0.6425,0.431667,0.6075,0.396667,0.6425,0.365,0.6575,0.341667,0.6625,0.318333,0.665,0.286667,0.6675,0.246667,0.6375,0.26,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.6275,0.416667,0.615,0.637896,0.553406,0.055979
211,'2020/11/01 23:14:18:594',6,0.246667,0.6375,0.283333,0.625,0.316667,0.6125,0.336667,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.6075,0.416667,0.615,0.36,0.6325,0.338333,0.6375,0.316667,0.64,0.26,0.6425,0.431667,0.6075,0.396667,0.6425,0.365,0.6575,0.341667,0.6625,0.318333,0.665,0.286667,0.6675,0.246667,0.6375,0.26,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.6275,0.416667,0.615,0.637896,0.553406,0.055979
212,'2020/11/01 23:14:18:694',6,0.246667,0.6375,0.283333,0.625,0.316667,0.6125,0.336667,0.6175,0.358333,0.6075,0.391667,0.61,0.431667,0.6075,0.416667,0.615,0.36,0.6325,0.338333,0.6375,0.316667,0.64,0.26,0.6425,0.431667,0.6075,0.396667,0.6425,0.365,0.6575,0.341667,0.6625,0.318333,0.665,0.286667,0.6675,0.246667,0.6375,0.26,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.6275,0.416667,0.615,0.637896,0.553406,0.055979
213,'2020/11/01 23:14:18:792',6,0.25,0.64,0.286667,0.6275,0.318333,0.6125,0.34,0.615,0.358333,0.605,0.39,0.6075,0.431667,0.61,0.416667,0.615,0.36,0.6325,0.341667,0.6375,0.32,0.64,0.265,0.6425,0.431667,0.61,0.395,0.6425,0.365,0.655,0.345,0.6625,0.321667,0.665,0.29,0.6675,0.25,0.64,0.265,0.6425,0.32,0.6325,0.341667,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
214,'2020/11/01 23:14:18:894',6,0.25,0.64,0.286667,0.6275,0.318333,0.6125,0.34,0.615,0.358333,0.605,0.39,0.6075,0.431667,0.61,0.416667,0.615,0.36,0.6325,0.341667,0.6375,0.32,0.64,0.265,0.6425,0.431667,0.61,0.395,0.6425,0.365,0.655,0.345,0.6625,0.321667,0.665,0.29,0.6675,0.25,0.64,0.265,0.6425,0.32,0.6325,0.341667,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
215,'2020/11/01 23:14:18:994',6,0.25,0.64,0.286667,0.6275,0.318333,0.6125,0.34,0.615,0.358333,0.605,0.39,0.6075,0.431667,0.61,0.416667,0.615,0.36,0.6325,0.341667,0.6375,0.32,0.64,0.265,0.6425,0.431667,0.61,0.395,0.6425,0.365,0.655,0.345,0.6625,0.321667,0.665,0.29,0.6675,0.25,0.64,0.265,0.6425,0.32,0.6325,0.341667,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
216,'2020/11/01 23:14:19:095',6,0.246667,0.64,0.285,0.625,0.316667,0.6125,0.338333,0.615,0.356667,0.605,0.39,0.6075,0.431667,0.6075,0.416667,0.615,0.36,0.63,0.34,0.635,0.318333,0.6375,0.261667,0.6425,0.431667,0.6075,0.395,0.6425,0.365,0.655,0.343333,0.6625,0.321667,0.665,0.288333,0.665,0.246667,0.64,0.261667,0.6425,0.32,0.635,0.34,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
217,'2020/11/01 23:14:19:195',6,0.246667,0.64,0.285,0.625,0.316667,0.6125,0.338333,0.615,0.356667,0.605,0.39,0.6075,0.431667,0.6075,0.416667,0.615,0.36,0.63,0.34,0.635,0.318333,0.6375,0.261667,0.6425,0.431667,0.6075,0.395,0.6425,0.365,0.655,0.343333,0.6625,0.321667,0.665,0.288333,0.665,0.246667,0.64,0.261667,0.6425,0.32,0.635,0.34,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
218,'2020/11/01 23:14:19:296',6,0.246667,0.64,0.285,0.625,0.316667,0.6125,0.338333,0.615,0.356667,0.605,0.39,0.6075,0.431667,0.6075,0.416667,0.615,0.36,0.63,0.34,0.635,0.318333,0.6375,0.261667,0.6425,0.431667,0.6075,0.395,0.6425,0.365,0.655,0.343333,0.6625,0.321667,0.665,0.288333,0.665,0.246667,0.64,0.261667,0.6425,0.32,0.635,0.34,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
219,'2020/11/01 23:14:19:394',6,0.246667,0.64,0.285,0.625,0.316667,0.6125,0.338333,0.615,0.356667,0.605,0.39,0.6075,0.431667,0.6075,0.416667,0.615,0.36,0.63,0.34,0.635,0.318333,0.6375,0.261667,0.6425,0.431667,0.6075,0.395,0.6425,0.365,0.655,0.343333,0.6625,0.321667,0.665,0.288333,0.665,0.246667,0.64,0.261667,0.6425,0.32,0.635,0.34,0.63,0.36,0.625,0.416667,0.615,0.637896,0.553406,0.055979
220,'2020/11/01 23:14:19:494',6,0.246667,0.64,0.283333,0.625,0.315,0.6125,0.336667,0.615,0.358333,0.605,0.39,0.6075,0.43,0.6075,0.416667,0.615,0.36,0.63,0.34,0.6375,0.316667,0.64,0.258333,0.6425,0.43,0.6075,0.396667,0.64,0.365,0.655,0.341667,0.6625,0.32,0.665,0.285,0.6675,0.246667,0.64,0.258333,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.625,0.416667,0.615,0.637896,0.553406,0.055979
221,'2020/11/01 23:14:19:596',6,0.246667,0.64,0.283333,0.625,0.315,0.6125,0.336667,0.615,0.358333,0.605,0.39,0.6075,0.43,0.6075,0.416667,0.615,0.36,0.63,0.34,0.6375,0.316667,0.64,0.258333,0.6425,0.43,0.6075,0.396667,0.64,0.365,0.655,0.341667,0.6625,0.32,0.665,0.285,0.6675,0.246667,0.64,0.258333,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.625,0.416667,0.615,0.637896,0.553406,0.055979
222,'2020/11/01 23:14:19:696',6,0.246667,0.64,0.283333,0.625,0.315,0.6125,0.336667,0.615,0.358333,0.605,0.39,0.6075,0.43,0.6075,0.416667,0.615,0.36,0.63,0.34,0.6375,0.316667,0.64,0.258333,0.6425,0.43,0.6075,0.396667,0.64,0.365,0.655,0.341667,0.6625,0.32,0.665,0.285,0.6675,0.246667,0.64,0.258333,0.6425,0.316667,0.635,0.338333,0.6325,0.361667,0.625,0.416667,0.615,0.637896,0.553406,0.055979
223,'2020/11/01 23:14:19:795',6,0.245,0.635,0.283333,0.6225,0.316667,0.61,0.338333,0.6125,0.36,0.6025,0.391667,0.6025,0.431667,0.605,0.418333,0.6125,0.361667,0.6275,0.34,0.635,0.318333,0.6375,0.26,0.64,0.431667,0.605,0.398333,0.6375,0.366667,0.6525,0.345,0.6575,0.321667,0.66,0.286667,0.665,0.245,0.635,0.26,0.64,0.318333,0.63,0.341667,0.6275,0.363333,0.6225,0.418333,0.6125,0.637896,0.553406,0.055979
224,'2020/11/01 23:14:19:895',6,0.245,0.635,0.283333,0.6225,0.316667,0.61,0.338333,0.6125,0.36,0.6025,0.391667,0.6025,0.431667,0.605,0.418333,0.6125,0.361667,0.6275,0.34,0.635,0.318333,0.6375,0.26,0.64,0.431667,0.605,0.398333,0.6375,0.366667,0.6525,0.345,0.6575,0.321667,0.66,0.286667,0.665,0.245,0.635,0.26,0.64,0.318333,0.63,0.341667,0.6275,0.363333,0.6225,0.418333,0.6125,0.637896,0.553406,0.055979
225,'2020/11/01 23:14:19:994',6,0.245,0.635,0.283333,0.6225,0.316667,0.61,0.338333,0.6125,0.36,0.6025,0.391667,0.6025,0.431667,0.605,0.418333,0.6125,0.361667,0.6275,0.34,0.635,0.318333,0.6375,0.26,0.64,0.431667,0.605,0.398333,0.6375,0.366667,0.6525,0.345,0.6575,0.321667,0.66,0.286667,0.665,0.245,0.635,0.26,0.64,0.318333,0.63,0.341667,0.6275,0.363333,0.6225,0.418333,0.6125,0.637896,0.553406,0.055979
226,'2020/11/01 23:14:20:094',6,0.251667,0.6375,0.288333,0.625,0.32,0.61,0.341667,0.6125,0.361667,0.6025,0.393333,0.605,0.435,0.605,0.42,0.6125,0.363333,0.63,0.343333,0.635,0.321667,0.6375,0.265,0.64,0.435,0.605,0.398333,0.64,0.368333,0.6525,0.348333,0.6575,0.325,0.6625,0.291667,0.6625,0.251667,0.6375,0.265,0.64,0.321667,0.63,0.345,0.6275,0.365,0.6225,0.42,0.6125,0.637896,0.553406,0.055979
227,'2020/11/01 23:14:20:194',6,0.251667,0.6375,0.288333,0.625,0.32,0.61,0.341667,0.6125,0.361667,0.6025,0.393333,0.605,0.435,0.605,0.42,0.6125,0.363333,0.63,0.343333,0.635,0.321667,0.6375,0.265,0.64,0.435,0.605,0.398333,0.64,0.368333,0.6525,0.348333,0.6575,0.325,0.6625,0.291667,0.6625,0.251667,0.6375,0.265,0.64,0.321667,0.63,0.345,0.6275,0.365,0.6225,0.42,0.6125,0.637896,0.553406,0.055979
228,'2020/11/01 23:14:20:295',6,0.246667,0.635,0.285,0.62,0.318333,0.6075,0.34,0.6125,0.36,0.6025,0.391667,0.6025,0.433333,0.6025,0.418333,0.61,0.361667,0.6275,0.34,0.6325,0.318333,0.635,0.26,0.6375,0.433333,0.6025,0.396667,0.6375,0.366667,0.65,0.343333,0.6575,0.321667,0.66,0.286667,0.665,0.246667,0.635,0.26,0.6375,0.318333,0.63,0.34,0.625,0.361667,0.62,0.418333,0.61,0.637896,0.553406,0.055979
229,'2020/11/01 23:14:27:596',7,0.46,0.385,0.481667,0.3425,0.505,0.3225,0.52,0.3275,0.533333,0.325,0.553333,0.345,0.571667,0.395,0.561667,0.385,0.533333,0.3475,0.518333,0.345,0.503333,0.345,0.47,0.3775,0.571667,0.395,0.551667,0.4025,0.531667,0.405,0.518333,0.4025,0.501667,0.4025,0.48,0.4,0.46,0.385,0.47,0.3775,0.503333,0.38,0.518333,0.3825,0.533333,0.3825,0.561667,0.385,0.348961,0.363477,0.023358
230,'2020/11/01 23:14:27:694',7,0.46,0.385,0.481667,0.3425,0.505,0.3225,0.52,0.3275,0.533333,0.325,0.553333,0.345,0.571667,0.395,0.561667,0.385,0.533333,0.3475,0.518333,0.345,0.503333,0.345,0.47,0.3775,0.571667,0.395,0.551667,0.4025,0.531667,0.405,0.518333,0.4025,0.501667,0.4025,0.48,0.4,0.46,0.385,0.47,0.3775,0.503333,0.38,0.518333,0.3825,0.533333,0.3825,0.561667,0.385,0.348961,0.363477,0.023358
231,'2020/11/01 23:14:27:794',7,0.46,0.3825,0.485,0.34,0.508333,0.32,0.523333,0.325,0.535,0.325,0.555,0.345,0.573333,0.3925,0.563333,0.3875,0.535,0.3475,0.521667,0.345,0.506667,0.345,0.471667,0.3775,0.573333,0.3925,0.553333,0.405,0.533333,0.4075,0.52,0.405,0.505,0.405,0.481667,0.4025,0.46,0.3825,0.471667,0.3775,0.506667,0.3825,0.521667,0.385,0.535,0.385,0.563333,0.3875,0.348961,0.363477,0.023358
232,'2020/11/01 23:14:27:895',7,0.46,0.3825,0.485,0.34,0.508333,0.32,0.523333,0.325,0.535,0.325,0.555,0.345,0.573333,0.3925,0.563333,0.3875,0.535,0.3475,0.521667,0.345,0.506667,0.345,0.471667,0.3775,0.573333,0.3925,0.553333,0.405,0.533333,0.4075,0.52,0.405,0.505,0.405,0.481667,0.4025,0.46,0.3825,0.471667,0.3775,0.506667,0.3825,0.521667,0.385,0.535,0.385,0.563333,0.3875,0.348961,0.363477,0.023358
233,'2020/11/01 23:14:27:994',7,0.46,0.3825,0.485,0.34,0.508333,0.32,0.523333,0.325,0.535,0.325,0.555,0.345,0.573333,0.3925,0.563333,0.3875,0.535,0.3475,0.521667,0.345,0.506667,0.345,0.471667,0.3775,0.573333,0.3925,0.553333,0.405,0.533333,0.4075,0.52,0.405,0.505,0.405,0.481667,0.4025,0.46,0.3825,0.471667,0.3775,0.506667,0.3825,0.521667,0.385,0.535,0.385,0.563333,0.3875,0.348961,0.363477,0.023358
234,'2020/11/01 23:14:28:094',7,0.458333,0.3875,0.48,0.3525,0.503333,0.335,0.52,0.3375,0.533333,0.335,0.553333,0.3525,0.571667,0.395,0.563333,0.39,0.531667,0.36,0.518333,0.36,0.503333,0.36,0.468333,0.3825,0.571667,0.395,0.551667,0.4075,0.531667,0.41,0.518333,0.41,0.5,0.4075,0.478333,0.405,0.458333,0.3875,0.468333,0.3825,0.503333,0.3825,0.518333,0.385,0.533333,0.385,0.563333,0.39,0.348961,0.363477,0.023358
235,'2020/11/01 23:14:28:195',7,0.458333,0.3875,0.48,0.3525,0.503333,0.335,0.52,0.3375,0.533333,0.335,0.553333,0.3525,0.571667,0.395,0.563333,0.39,0.531667,0.36,0.518333,0.36,0.503333,0.36,0.468333,0.3825,0.571667,0.395,0.551667,0.4075,0.531667,0.41,0.518333,0.41,0.5,0.4075,0.478333,0.405,0.458333,0.3875,0.468333,0.3825,0.503333,0.3825,0.518333,0.385,0.533333,0.385,0.563333,0.39,0.348961,0.363477,0.023358
236,'2020/11/01 23:14:28:292',7,0.458333,0.3875,0.48,0.3525,0.503333,0.335,0.52,0.3375,0.533333,0.335,0.553333,0.3525,0.571667,0.395,0.563333,0.39,0.531667,0.36,0.518333,0.36,0.503333,0.36,0.468333,0.3825,0.571667,0.395,0.551667,0.4075,0.531667,0.41,0.518333,0.41,0.5,0.4075,0.478333,0.405,0.458333,0.3875,0.468333,0.3825,0.503333,0.3825,0.518333,0.385,0.533333,0.385,0.563333,0.39,0.348961,0.363477,0.023358
237,'2020/11/01 23:14:28:395',7,0.46,0.3875,0.483333,0.345,0.505,0.3275,0.52,0.33,0.533333,0.33,0.551667,0.35,0.57,0.3975,0.56,0.39,0.531667,0.3525,0.518333,0.35,0.503333,0.3475,0.471667,0.3825,0.57,0.3975,0.55,0.41,0.53,0.41,0.516667,0.41,0.501667,0.4075,0.48,0.405,0.46,0.3875,0.471667,0.3825,0.503333,0.385,0.518333,0.3875,0.531667,0.3875,0.56,0.39,0.348961,0.363477,0.023358
238,'2020/11/01 23:14:28:492',7,0.46,0.3875,0.483333,0.345,0.505,0.3275,0.52,0.33,0.533333,0.33,0.551667,0.35,0.57,0.3975,0.56,0.39,0.531667,0.3525,0.518333,0.35,0.503333,0.3475,0.471667,0.3825,0.57,0.3975,0.55,0.41,0.53,0.41,0.516667,0.41,0.501667,0.4075,0.48,0.405,0.46,0.3875,0.471667,0.3825,0.503333,0.385,0.518333,0.3875,0.531667,0.3875,0.56,0.39,0.348961,0.363477,0.023358
239,'2020/11/01 23:14:28:594',7,0.46,0.3875,0.483333,0.345,0.505,0.3275,0.52,0.33,0.533333,0.33,0.551667,0.35,0.57,0.3975,0.56,0.39,0.531667,0.3525,0.518333,0.35,0.503333,0.3475,0.471667,0.3825,0.57,0.3975,0.55,0.41,0.53,0.41,0.516667,0.41,0.501667,0.4075,0.48,0.405,0.46,0.3875,0.471667,0.3825,0.503333,0.385,0.518333,0.3875,0.531667,0.3875,0.56,0.39,0.348961,0.363477,0.023358
240,'2020/11/01 23:14:28:694',7,0.458333,0.3925,0.481667,0.3525,0.503333,0.3325,0.518333,0.3375,0.531667,0.335,0.551667,0.3525,0.57,0.3975,0.56,0.3925,0.531667,0.3575,0.518333,0.3575,0.501667,0.355,0.468333,0.385,0.57,0.3975,0.55,0.41,0.531667,0.41,0.516667,0.41,0.5,0.4075,0.48,0.405,0.458333,0.3925,0.468333,0.385,0.503333,0.385,0.518333,0.3875,0.533333,0.3875,0.56,0.3925,0.348961,0.363477,0.023358
241,'2020/11/01 23:14:28:794',7,0.458333,0.3925,0.481667,0.3525,0.503333,0.3325,0.518333,0.3375,0.531667,0.335,0.551667,0.3525,0.57,0.3975,0.56,0.3925,0.531667,0.3575,0.518333,0.3575,0.501667,0.355,0.468333,0.385,0.57,0.3975,0.55,0.41,0.531667,0.41,0.516667,0.41,0.5,0.4075,0.48,0.405,0.458333,0.3925,0.468333,0.385,0.503333,0.385,0.518333,0.3875,0.533333,0.3875,0.56,0.3925,0.348961,0.363477,0.023358
242,'2020/11/01 23:14:28:894',7,0.458333,0.3925,0.481667,0.3525,0.503333,0.3325,0.518333,0.3375,0.531667,0.335,0.551667,0.3525,0.57,0.3975,0.56,0.3925,0.531667,0.3575,0.518333,0.3575,0.501667,0.355,0.468333,0.385,0.57,0.3975,0.55,0.41,0.531667,0.41,0.516667,0.41,0.5,0.4075,0.48,0.405,0.458333,0.3925,0.468333,0.385,0.503333,0.385,0.518333,0.3875,0.533333,0.3875,0.56,0.3925,0.348961,0.363477,0.023358
243,'2020/11/01 23:14:28:995',7,0.456667,0.3925,0.478333,0.355,0.5,0.3375,0.515,0.3425,0.528333,0.3375,0.548333,0.3575,0.568333,0.3975,0.56,0.3925,0.528333,0.3625,0.515,0.3625,0.498333,0.3625,0.466667,0.3875,0.568333,0.3975,0.548333,0.41,0.528333,0.4125,0.515,0.41,0.498333,0.41,0.476667,0.4075,0.456667,0.3925,0.466667,0.3875,0.5,0.385,0.515,0.3875,0.53,0.3875,0.56,0.3925,0.348961,0.363477,0.023358
244,'2020/11/01 23:14:29:094',7,0.456667,0.3925,0.478333,0.355,0.5,0.3375,0.515,0.3425,0.528333,0.3375,0.548333,0.3575,0.568333,0.3975,0.56,0.3925,0.528333,0.3625,0.515,0.3625,0.498333,0.3625,0.466667,0.3875,0.568333,0.3975,0.548333,0.41,0.528333,0.4125,0.515,0.41,0.498333,0.41,0.476667,0.4075,0.456667,0.3925,0.466667,0.3875,0.5,0.385,0.515,0.3875,0.53,0.3875,0.56,0.3925,0.348961,0.363477,0.023358
245,'2020/11/01 23:14:29:195',7,0.456667,0.3925,0.48,0.3525,0.503333,0.335,0.52,0.3375,0.533333,0.3375,0.553333,0.355,0.57,0.4,0.561667,0.3925,0.531667,0.36,0.518333,0.3575,0.501667,0.3575,0.468333,0.3875,0.57,0.4,0.551667,0.4125,0.531667,0.4125,0.516667,0.4125,0.5,0.41,0.478333,0.41,0.456667,0.3925,0.468333,0.3875,0.501667,0.3875,0.518333,0.39,0.533333,0.3925,0.561667,0.3925,0.348961,0.363477,0.023358
